Id,SalePrice
1461,114919.01928359398153
1462,159827.96940960022039
1463,188557.04060680099064
1464,195968.36046941461973
1465,180216.91075577522861
1466,174018.58116094133584
1467,172591.8577129295445
1468,165168.25651601125719
1469,189999.15419935042155
1470,123972.25313982732769
1471,197240.53680152853485
1472,98255.593592870020075
1473,98600.810302774480078
1474,143014.39234918908915
1475,118691.06975281264749
1476,364089.54123379226075
1477,263279.82700484758243
1478,283265.54889732197626
1479,287936.36783603654476
1480,445532.7940922799753
1481,332435.91380389244296
1482,209799.96553105505882
1483,181689.69322817993816
1484,164700.47447734768502
1485,174588.78551679689554
1486,193820.12575395626482
1487,321788.36946743901353
1488,235717.48813928541495
1489,201995.32274583328399
1490,236800.0033154595003
1491,193517.15372079671943
1492,88274.304767175402958
1493,168095.90869282171479
1494,271666.8108475743793
1495,278900.25439938652562
1496,252187.53022713237442
1497,180756.10550297211739
1498,172568.86004223930649
1499,161064.04690651813871
1500,152844.80143322728691
1501,178269.64390160777839
1502,148453.43403064616723
1503,280981.66912131186109
1504,236611.06067555278423
1505,222912.79951902548783
1506,188818.70789151560166
1507,264033.01748133648653
1508,205810.56198162341025
1509,166199.96384984633187
1510,141670.01790103307576
1511,152262.23627938027494
1512,163721.92402865123586
1513,147142.53119177717599
1514,143436.50845274393214
1515,197578.31759220885579
1516,148439.40989271365106
1517,164509.36027338859276
1518,122868.33987790677929
1519,215090.29458279092796
1520,132142.27763663124642
1521,137099.03632553384523
1522,162230.06249760082574
1523,117106.78171529219253
1524,126466.16865833339398
1525,124926.50009504095942
1526,107414.78884132215171
1527,106001.57157105172519
1528,136277.59819954624982
1529,155940.9444341143535
1530,169325.99536539264955
1531,107693.24523681179562
1532,83295.217889890642255
1533,153404.21528692441643
1534,133438.23455018692766
1535,140999.55941729166079
1536,104926.97560621843149
1537,54411.432518347566656
1538,154570.51132286404027
1539,210806.42531890812097
1540,88614.159958400356118
1541,144739.72134281788021
1542,152664.38731246071984
1543,210818.36692694915109
1544,86412.55912637313304
1545,112730.34582504915306
1546,132813.76425169574213
1547,128536.74009795399616
1548,137747.72539220194449
1549,118536.33692441042513
1550,135586.66988479043357
1551,103302.21239834767766
1552,132976.96855702175526
1553,135659.54212582285982
1554,127373.98788065749977
1555,153362.71461589753744
1556,86056.320013667136664
1557,99744.660261911863927
1558,105648.50698447992909
1559,62098.277301753667416
1560,116435.02293247749913
1561,131032.55182385029912
1562,131390.96538900161977
1563,117092.87486811097187
1564,162972.74572440894553
1565,143560.56347434967756
1566,226795.65494171367027
1567,78225.783554671725142
1568,225870.28933052727371
1569,134769.48311229018145
1570,126960.5852755690139
1571,125804.3319295773108
1572,143694.6586396478815
1573,249408.19436839880655
1574,120323.77936165391293
1575,230826.362562015187
1576,245481.4823888654937
1577,183561.25507234796532
1578,154517.41803169023478
1579,146132.44900757214054
1580,193717.03834220100543
1581,149137.77103370495024
1582,124914.02462966687744
1583,284510.28395830391673
1584,216355.35939445116674
1585,140734.40627647665679
1586,71624.003507493034704
1587,102801.68622367223725
1588,153908.91541286132997
1589,92389.635011987440521
1590,135678.54162580569391
1591,95027.921318290027557
1592,113290.58102638955461
1593,117176.81729659876146
1594,137920.15283871916472
1595,95798.692665665061213
1596,220134.18703975045355
1597,187622.12376115482766
1598,225852.5595320101711
1599,172867.94726882319083
1600,161337.77823362656636
1601,61844.702844016675954
1602,110438.34021322970511
1603,76697.560319428361254
1604,273977.27640101703582
1605,248434.52222345230985
1606,172579.1254002310161
1607,161036.61945069054491
1608,212360.85438814185909
1609,180388.05626850062981
1610,159116.01916802904452
1611,140555.74602503000642
1612,178839.36078101271414
1613,167133.9197650992719
1614,121678.89802424008667
1615,89672.582345490955049
1616,79890.9828393291682
1617,95793.483231576319668
1618,130684.34000522491988
1619,141266.0205472165253
1620,155402.69684938262799
1621,148497.15647050648113
1622,142411.52320533269085
1623,254006.10793801062391
1624,219399.69998906794353
1625,117261.23178947568522
1626,159880.19000001298264
1627,193182.22945186492871
1628,297316.81239742517937
1629,183222.65495307045057
1630,376810.98343709867913
1631,211920.81242302473402
1632,235309.0593617723207
1633,164556.22722688718932
1634,188646.55008555657696
1635,172472.51956221635919
1636,155574.9116071924509
1637,196462.04999467282323
1638,177995.64996826474089
1639,184405.6506208885985
1640,260807.86462488269899
1641,184641.57813283315045
1642,254195.92975328461034
1643,219580.25494656088995
1644,230587.68539529945701
1645,189368.95330682751955
1646,158114.35867447810597
1647,160843.01038100160076
1648,133047.40687195170904
1649,140746.78736342830234
1650,113183.40247548781917
1651,127962.95852237795771
1652,96389.557581221786677
1653,100207.79953383823158
1654,146132.19658285271726
1655,145127.58287831637426
1656,136485.90513232941157
1657,144845.62018966730102
1658,141568.74228730567847
1659,127487.21238513677963
1660,151425.84990253736032
1661,405762.19986072089523
1662,416861.55522936902707
1663,374561.42764356418047
1664,488819.79849716677563
1665,303975.20821539784083
1666,332234.52462053811178
1667,370484.73026359523647
1668,353294.31732932286104
1669,304039.06380271422677
1670,339271.18613706121687
1671,249754.4643629330385
1672,399454.70995368732838
1673,289283.55565175635274
1674,248085.9499989260803
1675,198675.6772307936626
1676,192001.54197431751527
1677,216193.54687649506377
1678,455571.66969238244928
1679,384044.34876236511627
1680,348159.38833051209804
1681,242701.65119429092738
1682,305367.69793054781621
1683,188458.22223291796399
1684,171626.55973984018783
1685,168083.38587988732615
1686,171723.24509302712977
1687,167648.6527128716989
1688,190621.68282536053448
1689,188513.76447351122624
1690,189054.29045167932054
1691,175097.60693962304504
1692,253661.85430490004364
1693,166130.95513904138352
1694,180547.83640818911954
1695,164817.58066715608584
1696,270544.44390490354272
1697,166938.04740920351469
1698,347965.35013225610601
1699,315287.78884507552721
1700,251905.76495070778765
1701,262661.93549611559138
1702,256151.85837861517211
1703,233428.02414705298725
1704,283718.93347896070918
1705,230333.12845445872517
1706,438631.38281585747609
1707,216677.17988281714497
1708,204112.63219617583673
1709,268376.50741968030343
1710,223112.07896346307825
1711,268802.96021391818067
1712,266866.83707792573841
1713,278801.42013257939834
1714,232188.69007219135528
1715,211039.34736545832129
1716,181838.67795262282016
1717,168342.02029141498497
1718,129676.9344530183007
1719,211271.391266895429
1720,256925.72937544900924
1721,161642.59566274675308
1722,122225.82001456375292
1723,163134.10194053096347
1724,205846.80173743172782
1725,237879.53957477005315
1726,187238.37937118767877
1727,162718.03288837979198
1728,174673.77214778089547
1729,171452.60796776262578
1730,145014.7349717153993
1731,119684.37983812269522
1732,127688.01770297656185
1733,112439.69884460154572
1734,118502.45332423322543
1735,129588.51288726195344
1736,114674.67986771812139
1737,291088.24631236214191
1738,237404.98355265537975
1739,267268.38287299848162
1740,220080.76974583033007
1741,193781.58406295455643
1742,176967.67409805450006
1743,181617.9051017453894
1744,305337.43315125699155
1745,219580.11202238255646
1746,184332.83000221644761
1747,213206.70219501067186
1748,224114.68831838559709
1749,147719.96200524037704
1750,127967.70697500224924
1751,228773.83139741915511
1752,121730.64368382660905
1753,151453.63458159629954
1754,188946.71938224526821
1755,169942.04439591057599
1756,125655.84282685923972
1757,124513.47611529243295
1758,145759.90758471668232
1759,151025.51641699214815
1760,156601.66579669193015
1761,134089.38902183179744
1762,179587.01020583260106
1763,180126.01500707640662
1764,114141.79872210189933
1765,176077.25252442824421
1766,173963.68901330063818
1767,200296.62135843199212
1768,144343.23674019402824
1769,168637.70163148274878
1770,149876.77874927208177
1771,122191.78121338794881
1772,138594.70650835274137
1773,118081.56408407723939
1774,129423.77340179540624
1775,147845.81563417779398
1776,118823.10287376964698
1777,110754.63031363271875
1778,141306.73945159598952
1779,110970.06921728182351
1780,168176.62667660985608
1781,130749.05548224656377
1782,88563.141761398976087
1783,143686.51288478801143
1784,111487.61739290003607
1785,119320.02628162653127
1786,146780.7410618023423
1787,165094.15935976791661
1788,58621.057830100762658
1789,96367.644483471609419
1790,73367.567446204775479
1791,153623.08310686875484
1792,157732.62647638886119
1793,125448.14335461957671
1794,152358.83601427485701
1795,147186.24062586165383
1796,122093.96163873141631
1797,110477.34087958729651
1798,129808.17325585393701
1799,115984.77951561202644
1800,127543.19815790877328
1801,133154.02302205859451
1802,136042.24264102801681
1803,155209.71363279421348
1804,139582.21129979504622
1805,136463.21792975178687
1806,128917.93766071078426
1807,133407.06083560016123
1808,124954.44138601665327
1809,117018.16540191561216
1810,128155.66742687525402
1811,92133.203215998684755
1812,90857.913835811545141
1813,127416.92088600544957
1814,92428.555354461306706
1815,53939.757653527034563
1816,104320.58495096345723
1817,104604.28408919971844
1818,167081.10066493891645
1819,125060.70237279629509
1820,51047.235619752391358
1821,120047.55952578975121
1822,156704.58827486506198
1823,41455.693245836308051
1824,131483.05010061967187
1825,141540.25333451011102
1826,105737.06384010116744
1827,103459.19510078115854
1828,129033.26390804903349
1829,115599.36107657414686
1830,150224.7744011701725
1831,157724.34934069486917
1832,78876.470966862427304
1833,137911.98504489782499
1834,125737.64715919691662
1835,120143.67627601165441
1836,129876.37914829613874
1837,80525.712905531268916
1838,124498.60421062010573
1839,104798.79693196676089
1840,144768.84346798397019
1841,136041.47451390625793
1842,94974.667513695472735
1843,122205.63547183848277
1844,144306.37677767404239
1845,145831.82775774176116
1846,153527.20713642280316
1847,162201.25047888001427
1848,53881.583100024814485
1849,110026.53615044946491
1850,115874.28418993219384
1851,154358.4203840244445
1852,115436.89286142485798
1853,133959.1174704033765
1854,163253.3665978180361
1855,149483.01224738339079
1856,214873.52354447593098
1857,161434.00131941953441
1858,136471.41439519650885
1859,116437.4844012856629
1860,135025.85318791627651
1861,115808.98742457888147
1862,254273.77650797046954
1863,246379.74856178785558
1864,246408.08790027452051
1865,363262.07851982570719
1866,332561.11407536180923
1867,217785.1899190688564
1868,286372.22618036542553
1869,203508.02790086760069
1870,227182.50699270909536
1871,245931.99191705568228
1872,165802.67616211276618
1873,235922.94419923887472
1874,146943.34259331441717
1875,204186.98749960385612
1876,199980.44920162885683
1877,216929.7387647558935
1878,192539.37499583125464
1879,129778.28735578476335
1880,136069.37677396109211
1881,257676.84514762673643
1882,242087.6080652376404
1883,187406.11092268180801
1884,205995.15066477534128
1885,248289.1028302932682
1886,278589.25885096983984
1887,208486.949051646312
1888,263063.70992324216058
1889,167014.5051882986445
1890,114305.18081620182784
1891,139549.38773345368099
1892,100888.60674198411289
1893,133622.11641534601222
1894,129659.62830077807303
1895,132420.48843547340948
1896,121852.16852703521727
1897,104558.40859748027287
1898,114911.19295373521163
1899,163029.21408200403675
1900,153894.30476217254181
1901,165085.56550594171858
1902,153287.66389808093663
1903,185083.88495734904427
1904,135773.56328430344001
1905,196540.63892617783858
1906,138930.80528022180079
1907,207882.30010138032958
1908,105662.53559667040827
1909,127170.81849247339414
1910,114840.94469714276784
1911,213947.14506785574486
1912,329403.03632847469999
1913,150158.08353574949433
1914,61776.019225318872486
1915,340811.96170002350118
1916,63207.66822395282361
1917,252808.63281751234899
1918,142385.47071793489158
1919,171869.32400421478087
1920,157588.55203442677157
1921,379475.64419609738979
1922,327463.31904742406914
1923,233823.20291280056699
1924,216888.17279720320948
1925,194723.20267813495593
1926,397023.64779479871504
1927,139520.46397698749206
1928,158712.16011216267361
1929,126716.77056482661283
1930,132576.40802137952414
1931,140552.43586855757167
1932,143334.49074800213566
1933,186821.22600340453209
1934,184922.10430930144503
1935,176276.61447556197527
1936,202607.72301080118632
1937,182734.67212169364211
1938,171209.63561319984728
1939,237416.90489463580889
1940,178018.40596048356383
1941,170795.19629227064434
1942,192587.55489226948703
1943,196366.59337272678385
1944,337732.93342450534692
1945,375955.32992367492989
1946,150118.21723474829923
1947,308663.01135765842628
1948,185665.22896017608582
1949,258858.18539428836084
1950,193961.70165259065107
1951,250719.634623312857
1952,209535.88910399118322
1953,162268.50898513686843
1954,187724.0118797912728
1955,140648.51332783585531
1956,303280.32556664606091
1957,152296.20733157428913
1958,292463.49860437237658
1959,142486.03335395385511
1960,120776.24318609650072
1961,121183.77908017547452
1962,96951.471152368321782
1963,103598.61378336546477
1964,106378.28912008057523
1965,149949.04676494409796
1966,143529.57242282034713
1967,289712.669084836205
1968,403406.03069206065265
1969,391146.89049327722751
1970,414778.82328475732356
1971,456463.04325913148932
1972,381452.04098644229816
1973,266702.94391324126627
1974,326272.92356381175341
1975,497086.96750526147662
1976,274735.96712967322674
1977,352108.77870648133103
1978,373275.21523735654773
1979,346191.63742296484997
1980,206642.21064457102329
1981,361814.71984914230416
1982,225059.48069569290965
1983,202967.18299728468992
1984,168272.04536956441007
1985,232966.97959043408628
1986,214776.04577244224492
1987,184323.42773003183538
1988,170588.68783899306436
1989,190040.27676959510427
1990,208386.93726733728545
1991,227129.73426245493465
1992,220208.65411523517105
1993,158782.17720901349094
1994,243445.10426954127615
1995,184298.24149915174348
1996,247667.03551840450382
1997,313492.95727073040325
1998,339854.43192570691463
1999,255232.52383554331027
2000,316444.56130016257521
2001,261978.69878192103351
2002,242439.59021420040517
2003,254115.16367458133027
2004,270860.72370330645936
2005,220341.14716475896421
2006,218836.99288352217991
2007,246586.96561955008656
2008,215804.04840477355174
2009,198666.8490767662297
2010,196344.3782006240217
2011,137649.70522867067484
2012,171795.76474994749879
2013,181879.09101638838183
2014,187853.08177397574764
2015,211591.70761316776043
2016,195318.60874325074838
2017,195584.49584780860459
2018,119548.5401438108529
2019,129780.77353563155339
2020,109314.85013823548798
2021,103464.89653369778534
2022,174382.20071016834117
2023,146215.50190591003047
2024,248727.47760775111965
2025,351140.21585400978802
2026,184884.98024085292127
2027,157287.3850451541075
2028,147133.33446600913885
2029,167458.37797401324497
2030,286564.29069231014
2031,236113.93473643239122
2032,258018.90926208833116
2033,271358.76921198552009
2034,167255.3295962078555
2035,223914.96904111158801
2036,195960.45417178084608
2037,205564.89059014650411
2038,334404.04343067994341
2039,228973.60260895930696
2040,280176.27697957947385
2041,285516.0241429193411
2042,200979.11743093538098
2043,177439.44022907974431
2044,164950.80754707421875
2045,214784.97436766891042
2046,140742.59098129346967
2047,148146.19592249736888
2048,138792.99235744323232
2049,134471.34274624110549
2050,182447.74975447420729
2051,102077.40502706184634
2052,116221.41923071892234
2053,144606.21354531258112
2054,96435.444479480240261
2055,157936.17024272232084
2056,141123.47034897009144
2057,110927.7388835062593
2058,211328.5531770355301
2059,124920.80746492833714
2060,168120.54644042172004
2061,171761.3908363308874
2062,130582.392391403293
2063,119541.25544103042921
2064,141880.88911198207643
2065,119994.7573601398617
2066,160068.97894939390244
2067,103409.11476363564725
2068,144775.98574343055952
2069,82065.413883571745828
2070,120100.45941085605591
2071,91564.593488471829914
2072,142610.85366209578933
2073,131496.55086773770745
2074,179054.70833787682932
2075,144923.93571601371514
2076,115274.95203636075894
2077,159623.38667918372084
2078,127444.31724778817443
2079,136682.38970441179117
2080,125936.00818201259244
2081,133754.85294430344948
2082,129608.08889901643852
2083,149620.82612604962196
2084,114079.81332869702601
2085,118495.08050067350268
2086,103691.84816621975915
2087,122817.95726566380472
2088,100084.66710947122192
2089,81172.18361830318463
2090,121406.30854093770904
2091,115630.57861166328075
2092,127224.41886051080655
2093,111812.87733027670765
2094,103784.18179619041621
2095,129820.50612861868285
2096,80255.018622641218826
2097,95250.075955383479595
2098,155460.98146786403959
2099,52756.027783544544945
2100,71024.631847497425042
2101,117771.76842174599005
2102,127505.89696841234399
2103,100527.6595794717432
2104,131055.51720151503105
2105,127544.28328771151428
2106,59414.588388321295497
2107,185267.11590846025501
2108,114527.99365798226791
2109,110817.1653252045071
2110,123771.21270879115036
2111,136939.85401800594991
2112,135494.47960859033628
2113,128709.98168035344861
2114,132563.89704332669498
2115,168484.063187263906
2116,112627.2918307260552
2117,148854.79792315125815
2118,119935.00042695540469
2119,124810.77578949235613
2120,117434.35222891335434
2121,101085.62252337376412
2122,115194.27022024078178
2123,87693.603747055502026
2124,158107.94475660173339
2125,120224.10935629547748
2126,150046.98559272001148
2127,168672.49098090309417
2128,133621.80284507875331
2129,91179.558628417464206
2130,135776.42698190154624
2131,148685.16091543168295
2132,108866.7034532726102
2133,121142.24596382580057
2134,113915.2473123017553
2135,86237.135723132727435
2136,77635.590558358671842
2137,107765.40194058605994
2138,129992.77147535592667
2139,147765.45055580785265
2140,137072.978778816876
2141,152614.50974507341743
2142,132627.5992263519729
2143,147254.64174661468132
2144,121382.26944783081126
2145,135549.09349136613309
2146,166835.58912078395952
2147,130742.95154446075321
2148,131161.03481754951645
2149,148355.55463910286198
2150,223986.69626563397469
2151,111984.98476908898738
2152,169888.01855144737056
2153,151847.12220506623271
2154,101728.6664805381879
2155,142008.10124740091851
2156,269589.69061594636878
2157,219897.20561834890395
2158,233154.55275497803814
2159,208185.76813554085675
2160,169057.90017682497273
2161,232791.62998191796942
2162,390887.30637564288918
2163,341774.3892572161858
2164,251173.9978102701134
2165,199159.94804376497632
2166,154679.13968415837735
2167,220776.94485541322501
2168,199145.74882431674632
2169,202987.13382233324228
2170,218792.01374358739122
2171,153710.23804563182057
2172,126050.88382518928847
2173,163295.83648406801512
2174,227527.35708526763483
2175,297593.22215593024157
2176,315710.14367393928114
2177,244441.56243643932976
2178,205851.8845162151265
2179,141294.0391945943702
2180,206583.87870783280232
2181,194791.88718333060388
2182,225818.66133115798584
2183,188814.99951780654374
2184,113275.95604225885472
2185,128660.38585013269039
2186,146233.96884829323972
2187,153690.10619564604713
2188,156231.28050488390727
2189,263919.72896868584212
2190,82989.117060982549447
2191,84946.161652782786405
2192,87198.832301734873909
2193,106579.34346972411731
2194,103982.20510758981982
2195,113487.03765948148794
2196,100041.36718349778675
2197,121876.51531049364712
2198,161502.2910609927203
2199,143855.1670900011959
2200,138389.97347406798508
2201,142654.52283453612472
2202,227400.72652678910526
2203,132233.50112628482748
2204,184200.92225847067311
2205,122732.24082872910367
2206,136034.95368820885778
2207,202677.67465267487569
2208,250918.15092234822805
2209,250996.52125947506283
2210,113444.47826638908009
2211,113002.70673518272815
2212,127767.11686920881039
2213,106366.53524708026089
2214,126263.1980665064184
2215,100916.91990538756363
2216,157042.59659059953992
2217,61877.065645266586216
2218,78601.787325879573473
2219,74055.440237605944276
2220,68978.84326617816987
2221,341496.72601016110275
2222,293070.23292182647856
2223,291003.58724639459979
2224,213650.79747303255135
2225,118176.26333385406178
2226,185891.62476257650997
2227,199665.68018914249842
2228,277767.60899898712523
2229,244152.61535037591239
2230,153929.80048210534733
2231,213161.85160088795237
2232,173629.6520071416453
2233,180855.31620572399697
2234,235517.65720276758657
2235,231698.67311238648836
2236,254266.53777124598855
2237,323317.24459612200735
2238,195355.14962223323528
2239,105398.75365098722978
2240,163235.4290468392137
2241,160446.23091429282795
2242,133797.89471718118875
2243,131609.90489869102021
2244,106270.55542451833026
2245,98399.073812567468849
2246,152101.10814203121117
2247,118297.66664201735693
2248,122073.46317070660007
2249,123145.76073469256517
2250,137170.47979399387259
2251,130020.23835052741924
2252,182134.43693337665172
2253,149661.06266298779519
2254,172742.64899431995582
2255,179113.1775809933024
2256,179588.14243783755228
2257,218030.79001354397042
2258,163962.65930475993082
2259,174288.86235990480054
2260,149509.80868143457337
2261,177384.25096369057428
2262,208402.84922662680037
2263,345754.49591866281116
2264,461435.21737685299013
2265,185045.87689508142648
2266,289834.33015365735628
2267,363179.66381752886809
2268,401887.56293545162771
2269,145290.07718068911345
2270,192903.84168859972851
2271,226102.77606661431491
2272,185162.32122413325123
2273,172518.53699237524415
2274,181995.30749170147465
2275,160799.89224136021221
2276,197211.04989719492733
2277,184809.41067854175344
2278,148197.37052748937276
2279,136837.30363558031968
2280,124072.48544640890032
2281,167132.07506950886454
2282,191256.12725855730241
2283,109224.01412859858829
2284,114947.60767585149733
2285,146430.60666001317441
2286,127778.76668827467074
2287,392072.45629985420965
2288,271957.41921537136659
2289,398901.29265075473813
2290,487107.87361529172631
2291,327980.67585633555427
2292,426069.26466411235742
2293,512749.40341512305895
2294,408169.96453768981155
2295,499238.48828371812124
2296,294897.48885485070059
2297,345760.03182440064847
2298,340389.9014126646216
2299,367693.93176793545717
2300,334286.02693964255741
2301,293114.46662491059396
2302,261627.14142757820082
2303,231819.57937141042203
2304,255685.32312827964779
2305,194069.58893162233289
2306,187906.01172511186451
2307,194880.63548274803907
2308,216696.4401928774605
2309,284445.14327528118156
2310,219794.63355041743489
2311,209769.71562038105913
2312,171336.59055528609315
2313,165874.01358009365504
2314,172781.97484305678518
2315,168641.10543146848795
2316,186134.80546841298928
2317,193713.51411866478156
2318,178352.10494179828675
2319,179928.71231422160054
2320,188800.73048355593346
2321,252795.69815812655725
2322,179669.09124714497011
2323,194487.56077499175444
2324,164594.4504836591077
2325,204833.78880819395999
2326,163801.91943901818013
2327,207076.70903236209415
2328,218691.96640310139628
2329,191084.66600962242228
2330,176735.65917113950127
2331,352186.79637048626319
2332,408336.5527663253597
2333,316508.01450419914909
2334,259320.22069103692775
2335,260397.92597815048066
2336,315157.04044321033871
2337,198283.10094023539568
2338,267836.93237325386144
2339,206056.03753613610752
2340,435371.97761100990465
2341,203440.34257995843654
2342,236059.69081030844245
2343,222654.62328301253729
2344,215549.57172192801954
2345,235842.28604555464699
2346,217176.38627283906681
2347,199921.60075662768213
2348,245197.98841152188834
2349,195402.94188314140774
2350,305263.78862558869878
2351,269822.08843281329609
2352,252890.56053000388783
2353,252035.10204725008225
2354,130838.09905124481884
2355,138801.32360392482951
2356,158220.15942923392868
2357,193154.70916481234599
2358,199461.5595526653924
2359,122827.86610836951877
2360,113048.84095580122084
2361,145489.95152110751951
2362,269923.55558309948537
2363,148273.0858181004005
2364,152915.17203230550513
2365,228919.60863213677658
2366,191685.28016215917887
2367,222783.06679533430724
2368,223760.53649534302531
2369,217265.27245202870108
2370,165531.78389444205095
2371,169054.33084350952413
2372,195323.19371517922264
2373,273200.31640467903344
2374,328887.21378977847053
2375,256506.77305187936872
2376,283865.11919333471451
2377,356347.00415450235596
2378,146790.32519037500606
2379,212780.85968066158239
2380,149353.04867621333688
2381,166252.58390328433597
2382,198932.82616866595345
2383,202508.50010556724737
2384,253184.05788959376514
2385,158489.4326458396099
2386,138546.22165137235424
2387,137283.13993385937647
2388,98960.331581324979197
2389,118015.91635954519734
2390,145365.5409003085806
2391,145799.01806552201742
2392,120517.52644829479686
2393,164794.79858151663211
2394,144390.97213172979536
2395,199977.20442959328648
2396,147931.97753425271367
2397,215396.02776592824375
2398,122868.32421451846312
2399,65766.183926739671733
2400,68738.510783405974507
2401,124802.15892762360454
2402,132892.49808614689391
2403,132967.6337662304868
2404,148871.26066172111314
2405,157136.90010867200908
2406,145464.78096933930647
2407,123181.27317292768566
2408,142990.86457518959651
2409,120450.54154304871918
2410,170652.33537263839389
2411,113455.53026657868759
2412,158927.61494517125539
2413,131366.25036197589361
2414,159988.34320891922107
2415,124587.74357479801984
2416,129234.6221280869795
2417,141979.52130883085192
2418,134671.71330945420777
2419,130407.66033253321075
2420,118747.6819222375052
2421,144251.23920353193535
2422,105713.03245370570221
2423,113022.61533031908039
2424,158924.90764464213862
2425,193913.88945974505623
2426,133515.32165963188163
2427,134903.57784378685756
2428,161965.84848045668332
2429,117751.56190119718667
2430,134865.27297893672949
2431,105788.59199138324766
2432,147943.44787481430103
2433,142370.4710430430423
2434,139140.16903530916898
2435,152921.27034763176925
2436,111824.22721585346153
2437,108886.96788675431162
2438,124448.25926118930511
2439,101698.93113371125946
2440,121962.71963838362717
2441,87178.869194635277381
2442,96196.450460563180968
2443,125498.88475515083701
2444,123410.50642522625276
2445,87583.648127578417188
2446,142272.25118930067401
2447,185853.58256643565255
2448,121666.65747087085037
2449,110681.2593115158088
2450,156616.0214974959672
2451,111564.04559678838996
2452,211350.41833642878919
2453,93250.350510272517568
2454,123105.08606385372696
2455,115196.15351248366642
2456,141296.09261657833122
2457,138323.65378431999125
2458,129845.28741241415264
