1461,121209.63667990955582
1462,159159.12775175250135
1463,186346.33390322880587
1464,195891.91587013960816
1465,191890.13898273487575
1466,170334.42270151886623
1467,174134.23771054946701
1468,164685.36436746967956
1469,191095.81077616658877
1470,120803.02985492265725
1471,193644.59551753781852
1472,95954.64995616923261
1473,95384.648513296662713
1474,142099.77063487883424
1475,117775.86581952679262
1476,353128.04498487303499
1477,254126.58637040390749
1478,298788.10419812885812
1479,300091.28526214964222
1480,464782.82208717206959
1481,323691.59128675691318
1482,211849.68734576710267
1483,181178.3827059911564
1484,164665.27490382097312
1485,181572.76485718443291
1486,191953.73134667990962
1487,320955.06344907090534
1488,231641.38375092489878
1489,199725.05222765466897
1490,240436.95202271715971
1491,192618.09834676244645
1492,94147.550941345078172
1493,179287.81557078601327
1494,297076.95933211839292
1495,286278.67155675945105
1496,237901.20947670168243
1497,185457.3367527363589
1498,175988.42057676499826
1499,160024.99738945849822
1500,156368.43374707308249
1501,171967.20556063068216
1502,149166.37832709879149
1503,279385.67236961622257
1504,234074.94847771129571
1505,219587.96190448963898
1506,199684.90289470681455
1507,246303.3483187839156
1508,201572.61985768997693
1509,165108.01626706530806
1510,141511.31181559115066
1511,161689.39982900465839
1512,172901.4256685001892
1513,147194.46935857180506
1514,152553.19586647619144
1515,192033.21923083192087
1516,145822.5615723473602
1517,169143.73889489809517
1518,128864.14318426078535
1519,211942.80389215037576
1520,130448.51479862099222
1521,137234.46617467020405
1522,166022.31052784225903
1523,118234.86235537598259
1524,132433.50519093958428
1525,122838.13721707985678
1526,111137.9019575783168
1527,107940.55439285590546
1528,138537.58643109368859
1529,156132.02781623258488
1530,172199.76172341807978
1531,101490.80450172355631
1532,84889.582675552155706
1533,154787.14015141763957
1534,130500.65490211482393
1535,146105.01498083648039
1536,104679.38533160366933
1537,52459.364820633403724
1538,150789.50138731312472
1539,189404.69843998498982
1540,86463.012533250308479
1541,144656.55153445282485
1542,143086.89280012986274
1543,186054.68347079516388
1544,81675.275617032923037
1545,110714.37889701868698
1546,125182.85873343251296
1547,116711.7129604548827
1548,131206.33256739593344
1549,113767.22897479514359
1550,127385.36792714789044
1551,97286.347939786908682
1552,137058.98060258637997
1553,139951.62215268361615
1554,124908.44847346596362
1555,163495.28398671661853
1556,76385.587281438987702
1557,115660.41748024802655
1558,101720.60017686753417
1559,70358.844754924983135
1560,124283.97635338801774
1561,123410.01248780571041
1562,131707.99472052228521
1563,119292.16609862694168
1564,161160.86017800524132
1565,148267.10932767475606
1566,233537.95447208790574
1567,78219.379726430517621
1568,223603.43183222325752
1569,140486.01397606811952
1570,135532.18205621742527
1571,127740.2495458219928
1572,143573.82979819201864
1573,234321.41755591635592
1574,114766.47414874298556
1575,231906.10962837314582
1576,252781.12743323869654
1577,181954.50874844234204
1578,153765.78621450607898
1579,151666.7790055203368
1580,191213.92049101635348
1581,158090.07392297819024
1582,124525.8817602940544
1583,289434.06801531650126
1584,212718.34186851367122
1585,137312.19321479718201
1586,74096.522116206921055
1587,105024.4609112238104
1588,148930.63463769492228
1589,95414.863984198716935
1590,133589.14434303893358
1591,95146.212238017411437
1592,112704.4879264414194
1593,115472.28306850360241
1594,129145.02784699827316
1595,104113.84551543244743
1596,225690.41036826896016
1597,189669.10181901114993
1598,231700.99364915897604
1599,172495.10101090258104
1600,159101.26564726771903
1601,66909.349114019350964
1602,114338.66222212096909
1603,74129.618440146034118
1604,258861.66549994665547
1605,246433.51446599880001
1606,173327.69213221577229
1607,183261.61375770450104
1608,210012.15997297124704
1609,182317.87804586574202
1610,154150.53378714990686
1611,143976.97578642037115
1612,181888.27373554641963
1613,167945.05474691861309
1614,123752.93944098048087
1615,92453.316005856584525
1616,82235.055968621643842
1617,98039.976386977155926
1618,138383.97560897265794
1619,140987.85289297427516
1620,134481.19725516147446
1621,147259.59702093942906
1622,143049.49704055607435
1623,256828.37002256634878
1624,212525.65375388239045
1625,115583.32363618753152
1626,166535.49994801502908
1627,190924.28278907074127
1628,288563.50673062959686
1629,182149.28200949012535
1630,367731.65104416187387
1631,222930.9287092515151
1632,245414.19846317812335
1633,167407.38410092069535
1634,185482.43730037630303
